word,source
downtown,26考研英语一考试大纲-77-R-9-downtown
downward,26考研英语一考试大纲-77-R-10-downward
doze,26考研英语一考试大纲-77-R-11-doze
dozen,26考研英语一考试大纲-77-R-12-dozen
draft,26考研英语一考试大纲-77-R-13-draft
drag,26考研英语一考试大纲-77-R-14-drag
dragon,26考研英语一考试大纲-77-R-15-dragon
drain,26考研英语一考试大纲-77-R-16-drain
drama,26考研英语一考试大纲-77-R-17-drama
dramatic,26考研英语一考试大纲-77-R-18-dramatic
drastic,26考研英语一考试大纲-77-R-19-drastic
draw,26考研英语一考试大纲-77-R-20-draw
drawback,26考研英语一考试大纲-77-R-21-drawback
drawer,26考研英语一考试大纲-77-R-22-drawer
drawing,26考研英语一考试大纲-77-R-23-drawing
dread,26考研英语一考试大纲-78-L-1-dread
dream,26考研英语一考试大纲-78-L-2-dream
dress,26考研英语一考试大纲-78-L-3-dress
drift,26考研英语一考试大纲-78-L-4-drift
drill,26考研英语一考试大纲-78-L-5-drill
drink,26考研英语一考试大纲-78-L-6-drink
drip,26考研英语一考试大纲-78-L-7-drip
drive,26考研英语一考试大纲-78-L-8-drive
driver,26考研英语一考试大纲-78-L-9-driver
drone,26考研英语一考试大纲-78-L-10-drone
drop,26考研英语一考试大纲-78-L-11-drop
drought,26考研英语一考试大纲-78-L-12-drought
drown,26考研英语一考试大纲-78-L-13-drown
drug,26考研英语一考试大纲-78-L-14-drug
drum,26考研英语一考试大纲-78-L-15-drum
drunk,26考研英语一考试大纲-78-L-16-drunk
dry,26考研英语一考试大纲-78-L-17-dry
dual,26考研英语一考试大纲-78-L-18-dual
dubious,26考研英语一考试大纲-78-L-19-dubious
duck,26考研英语一考试大纲-78-L-20-duck
due,26考研英语一考试大纲-78-L-21-due
dull,26考研英语一考试大纲-78-L-22-dull
dumb,26考研英语一考试大纲-78-L-23-dumb
dump,26考研英语一考试大纲-78-R-1-dump
duplicate,26考研英语一考试大纲-78-R-2-duplicate
durable,26考研英语一考试大纲-78-R-3-durable
duration,26考研英语一考试大纲-78-R-4-duration
during,26考研英语一考试大纲-78-R-5-during
dusk,26考研英语一考试大纲-78-R-6-dusk
dust,26考研英语一考试大纲-78-R-7-dust
duty,26考研英语一考试大纲-78-R-8-duty
dwarf,26考研英语一考试大纲-78-R-9-dwarf
dwell,26考研英语一考试大纲-78-R-10-dwell
dwelling,26考研英语一考试大纲-78-R-11-dwelling
dye,26考研英语一考试大纲-78-R-12-dye
dynamic,26考研英语一考试大纲-78-R-13-dynamic
dynasty,26考研英语一考试大纲-78-R-14-dynasty
each,26考研英语一考试大纲-78-R-15-each
eager,26考研英语一考试大纲-78-R-16-eager
eagle,26考研英语一考试大纲-78-R-17-eagle
ear,26考研英语一考试大纲-78-R-18-ear
early,26考研英语一考试大纲-78-R-19-early
earn,26考研英语一考试大纲-78-R-20-earn
earnest,26考研英语一考试大纲-78-R-21-earnest
earth,26考研英语一考试大纲-78-R-22-earth
earthquake,26考研英语一考试大纲-78-R-23-earthquake
ease,26考研英语一考试大纲-79-L-1-ease
east,26考研英语一考试大纲-79-L-2-east
Easter,26考研英语一考试大纲-79-L-3-Easter
eastern,26考研英语一考试大纲-79-L-4-eastern
easy,26考研英语一考试大纲-79-L-5-easy
eat,26考研英语一考试大纲-79-L-6-eat
ebb,26考研英语一考试大纲-79-L-7-ebb
eccentric,26考研英语一考试大纲-79-L-8-eccentric
echo,26考研英语一考试大纲-79-L-9-echo
eclipse,26考研英语一考试大纲-79-L-10-eclipse
ecology,26考研英语一考试大纲-79-L-11-ecology
economic,26考研英语一考试大纲-79-L-12-economic
economical,26考研英语一考试大纲-79-L-13-economical
economics,26考研英语一考试大纲-79-L-14-economics
economy,26考研英语一考试大纲-79-L-15-economy
edge,26考研英语一考试大纲-79-L-16-edge
edible,26考研英语一考试大纲-79-L-17-edible
edit,26考研英语一考试大纲-79-L-18-edit
edition,26考研英语一考试大纲-79-L-19-edition
editor,26考研英语一考试大纲-79-L-20-editor
editorial,26考研英语一考试大纲-79-L-21-editorial
educate,26考研英语一考试大纲-79-L-22-educate
education,26考研英语一考试大纲-79-L-23-education
effect,26考研英语一考试大纲-79-R-1-effect
effective,26考研英语一考试大纲-79-R-2-effective
efficiency,26考研英语一考试大纲-79-R-3-efficiency
efficient,26考研英语一考试大纲-79-R-4-efficient
effort,26考研英语一考试大纲-79-R-5-effort
egg,26考研英语一考试大纲-79-R-6-egg
ego,26考研英语一考试大纲-79-R-7-ego
eight,26考研英语一考试大纲-79-R-8-eight
eighteen,26考研英语一考试大纲-79-R-9-eighteen
eighty,26考研英语一考试大纲-79-R-10-eighty
either,26考研英语一考试大纲-79-R-11-either
eject,26考研英语一考试大纲-79-R-12-eject
elaborate,26考研英语一考试大纲-79-R-13-elaborate
elapse,26考研英语一考试大纲-79-R-14-elapse
elastic,26考研英语一考试大纲-79-R-15-elastic
elbow,26考研英语一考试大纲-79-R-16-elbow
elder,26考研英语一考试大纲-79-R-17-elder
elect,26考研英语一考试大纲-79-R-18-elect
electric,26考研英语一考试大纲-79-R-19-electric
electrical,26考研英语一考试大纲-79-R-20-electrical
electrician,26考研英语一考试大纲-79-R-21-electrician
electricity,26考研英语一考试大纲-79-R-22-electricity
electron,26考研英语一考试大纲-79-R-23-electron
electronic,26考研英语一考试大纲-80-L-1-electronic
elegant,26考研英语一考试大纲-80-L-2-elegant
element,26考研英语一考试大纲-80-L-3-element
elementary,26考研英语一考试大纲-80-L-4-elementary
elephant,26考研英语一考试大纲-80-L-5-elephant
elevate,26考研英语一考试大纲-80-L-6-elevate
elevator,26考研英语一考试大纲-80-L-7-elevator
eleven,26考研英语一考试大纲-80-L-8-eleven
elicit,26考研英语一考试大纲-80-L-9-elicit
eligible,26考研英语一考试大纲-80-L-10-eligible
eliminate,26考研英语一考试大纲-80-L-11-eliminate
elite,26考研英语一考试大纲-80-L-12-elite
eloquent,26考研英语一考试大纲-80-L-13-eloquent
else,26考研英语一考试大纲-80-L-14-else
elsewhere,26考研英语一考试大纲-80-L-15-elsewhere
email,26考研英语一考试大纲-80-L-16-email / e-mail
e-mail,26考研英语一考试大纲-80-L-16-email / e-mail
embark,26考研英语一考试大纲-80-L-17-embark
embarrass,26考研英语一考试大纲-80-L-18-embarrass
embassy,26考研英语一考试大纲-80-L-19-embassy
embed,26考研英语一考试大纲-80-L-20-embed
embody,26考研英语一考试大纲-80-L-21-embody
embrace,26考研英语一考试大纲-80-L-22-embrace
embryo,26考研英语一考试大纲-80-L-23-embryo
emerge,26考研英语一考试大纲-80-R-1-emerge
emergency,26考研英语一考试大纲-80-R-2-emergency
emigrate,26考研英语一考试大纲-80-R-3-emigrate
eminent,26考研英语一考试大纲-80-R-4-eminent
emit,26考研英语一考试大纲-80-R-5-emit
emotion,26考研英语一考试大纲-80-R-6-emotion
empathy,26考研英语一考试大纲-80-R-7-empathy
emperor,26考研英语一考试大纲-80-R-8-emperor
emphasis,26考研英语一考试大纲-80-R-9-emphasis
emphasise,26考研英语一考试大纲-80-R-10-emphasise / -ize
empire,26考研英语一考试大纲-80-R-11-empire
empirical,26考研英语一考试大纲-80-R-12-empirical
employ,26考研英语一考试大纲-80-R-13-employ
employee,26考研英语一考试大纲-80-R-14-employee
employer,26考研英语一考试大纲-80-R-15-employer
employment,26考研英语一考试大纲-80-R-16-employment
empty,26考研英语一考试大纲-80-R-17-empty
enable,26考研英语一考试大纲-80-R-18-enable
enclose,26考研英语一考试大纲-80-R-19-enclose
enclosure,26考研英语一考试大纲-80-R-20-enclosure
encounter,26考研英语一考试大纲-80-R-21-encounter
encourage,26考研英语一考试大纲-80-R-22-encourage
encyclopedia,26考研英语一考试大纲-80-R-23-encyclop(a)edia
encyclopaedia,26考研英语一考试大纲-80-R-23-encyclop(a)edia
end,26考研英语一考试大纲-81-L-1-end
ending,26考研英语一考试大纲-81-L-3-ending
endorse,26考研英语一考试大纲-81-L-4-endorse
endow,26考研英语一考试大纲-81-L-5-endow
endurance,26考研英语一考试大纲-81-L-6-endurance
endure,26考研英语一考试大纲-81-L-7-endure
enemy,26考研英语一考试大纲-81-L-8-enemy
energetic,26考研英语一考试大纲-81-L-9-energetic
energy,26考研英语一考试大纲-81-L-10-energy
enforce,26考研英语一考试大纲-81-L-11-enforce
engage,26考研英语一考试大纲-81-L-12-engage
engagement,26考研英语一考试大纲-81-L-13-engagement
engine,26考研英语一考试大纲-81-L-14-engine
engineer,26考研英语一考试大纲-81-L-15-engineer
engineering,26考研英语一考试大纲-81-L-16-engineering
enhance,26考研英语一考试大纲-81-L-17-enhance
enjoy,26考研英语一考试大纲-81-L-18-enjoy
enlarge,26考研英语一考试大纲-81-L-19-enlarge
enlighten,26考研英语一考试大纲-81-L-20-enlighten
enormous,26考研英语一考试大纲-81-L-21-enormous
enough,26考研英语一考试大纲-81-L-22-enough
enquire,26考研英语一考试大纲-81-L-23-enquire / inquire
inquire,26考研英语一考试大纲-81-L-23-enquire / inquire
enquiry,26考研英语一考试大纲-81-R-1-enquiry / inquiry
inquiry,26考研英语一考试大纲-81-R-1-enquiry / inquiry
enrich,26考研英语一考试大纲-81-R-2-enrich
enrol,26考研英语一考试大纲-81-R-3-enrol(l)
enroll,26考研英语一考试大纲-81-R-3-enrol(l)
ensure,26考研英语一考试大纲-81-R-4-ensure
entail,26考研英语一考试大纲-81-R-5-entail
enter,26考研英语一考试大纲-81-R-6-enter
enterprise,26考研英语一考试大纲-81-R-7-enterprise
entertain,26考研英语一考试大纲-81-R-8-entertain
entertainment,26考研英语一考试大纲-81-R-9-entertainment
enthusiasm,26考研英语一考试大纲-81-R-10-enthusiasm
enthusiastic,26考研英语一考试大纲-81-R-11-enthusiastic
entire,26考研英语一考试大纲-81-R-12-entire
entitle,26考研英语一考试大纲-81-R-13-entitle
entity,26考研英语一考试大纲-81-R-14-entity
entrance,26考研英语一考试大纲-81-R-15-entrance
entrepreneur,26考研英语一考试大纲-81-R-16-entrepreneur
entry,26考研英语一考试大纲-81-R-17-entry
envelope,26考研英语一考试大纲-81-R-18-envelope
environment,26考研英语一考试大纲-81-R-19-environment
envisage,26考研英语一考试大纲-81-R-20-envisage
envy,26考研英语一考试大纲-81-R-21-envy
epic,26考研英语一考试大纲-81-R-22-epic
epidemic,26考研英语一考试大纲-81-R-23-epidemic
episode,26考研英语一考试大纲-82-L-1-episode
epoch,26考研英语一考试大纲-82-L-2-epoch
equal,26考研英语一考试大纲-82-L-3-equal
equality,26考研英语一考试大纲-82-L-4-equality
equation,26考研英语一考试大纲-82-L-5-equation
equator,26考研英语一考试大纲-82-L-6-equator
equip,26考研英语一考试大纲-82-L-7-equip
equipment,26考研英语一考试大纲-82-L-8-equipment
equity,26考研英语一考试大纲-82-L-9-equity
equivalent,26考研英语一考试大纲-82-L-10-equivalent
era,26考研英语一考试大纲-82-L-11-era
eradicate,26考研英语一考试大纲-82-L-12-eradicate
erase,26考研英语一考试大纲-82-L-13-erase
erect,26考研英语一考试大纲-82-L-14-erect
erode,26考研英语一考试大纲-82-L-15-erode
erosion,26考研英语一考试大纲-82-L-16-erosion
erroneous,26考研英语一考试大纲-82-L-17-erroneous
error,26考研英语一考试大纲-82-L-18-error
erupt,26考研英语一考试大纲-82-L-19-erupt
escalate,26考研英语一考试大纲-82-L-20-escalate
escape,26考研英语一考试大纲-82-L-21-escape
escort,26考研英语一考试大纲-82-L-22-escort
especially,26考研英语一考试大纲-82-L-23-especially
essay,26考研英语一考试大纲-82-R-1-essay
essence,26考研英语一考试大纲-82-R-2-essence
essential,26考研英语一考试大纲-82-R-3-essential
establish,26考研英语一考试大纲-82-R-4-establish
estate,26考研英语一考试大纲-82-R-5-estate
esteem,26考研英语一考试大纲-82-R-6-esteem
estimate,26考研英语一考试大纲-82-R-7-estimate
eternal,26考研英语一考试大纲-82-R-8-eternal
ethic,26考研英语一考试大纲-82-R-9-ethic
ethnic,26考研英语一考试大纲-82-R-10-ethnic
evacuate,26考研英语一考试大纲-82-R-11-evacuate
evade,26考研英语一考试大纲-82-R-12-evade
evaluate,26考研英语一考试大纲-82-R-13-evaluate
evaporate,26考研英语一考试大纲-82-R-14-evaporate
eve,26考研英语一考试大纲-82-R-15-eve
even,26考研英语一考试大纲-82-R-16-even
evening,26考研英语一考试大纲-82-R-17-evening
event,26考研英语一考试大纲-82-R-18-event
eventually,26考研英语一考试大纲-82-R-19-eventually
ever,26考研英语一考试大纲-82-R-20-ever
every,26考研英语一考试大纲-82-R-21-every
everybody,26考研英语一考试大纲-82-R-22-everybody
everyday,26考研英语一考试大纲-82-R-23-everyday
everyone,26考研英语一考试大纲-83-L-1-everyone
everything,26考研英语一考试大纲-83-L-2-everything
everywhere,26考研英语一考试大纲-83-L-3-everywhere
evidence,26考研英语一考试大纲-83-L-4-evidence
evident,26考研英语一考试大纲-83-L-5-evident
evil,26考研英语一考试大纲-83-L-6-evil
evoke,26考研英语一考试大纲-83-L-7-evoke
evolution,26考研英语一考试大纲-83-L-8-evolution
evolve,26考研英语一考试大纲-83-L-9-evolve
exact,26考研英语一考试大纲-83-L-10-exact
exaggerate,26考研英语一考试大纲-83-L-11-exaggerate
examination,26考研英语一考试大纲-83-L-12-examination / exam
exam,26考研英语一考试大纲-83-L-12-examination / exam
examine,26考研英语一考试大纲-83-L-13-examine
